PRICE,CNTL,LOCAL,KNOWN,TOD,SEAS,CHOICE,NTASK,NREC,PERSON    
0,0,0,1,0,1,0,12,48,105                 
0,5,0,0,1,0,0,12,48,105                 
9,5,0,0,0,0,0,12,48,105                 
7,1,0,1,0,0,1,12,48,105                 
0,1,0,1,1,0,1,12,48,105                 
9,5,1,0,0,0,0,12,48,105                 
0,5,0,1,0,1,0,12,48,105                 
7,0,0,0,0,0,0,12,48,105                 
9,0,0,1,0,0,0,12,48,105                 
0,1,0,0,0,1,0,12,48,105                 
0,1,0,1,1,0,1,12,48,105                 
7,5,0,0,0,0,0,12,48,105                 
0,5,0,0,0,1,0,12,48,105                 
0,0,0,0,1,0,0,12,48,105                 
9,1,0,1,0,0,0,12,48,105                 
7,1,0,1,0,0,1,12,48,105                 
7,5,0,0,0,0,0,12,48,105                 
0,1,0,1,1,0,1,12,48,105                 
0,0,0,1,0,1,0,12,48,105                 
9,1,0,0,0,0,0,12,48,105                 
9,5,0,0,0,0,0,12,48,105                 
0,1,0,0,1,0,0,12,48,105                 
7,5,0,1,0,0,1,12,48,105                 
0,0,1,0,0,1,0,12,48,105                 
9,5,0,0,0,0,0,12,48,105                 
7,0,0,0,0,0,0,12,48,105                 
0,0,0,1,1,0,1,12,48,105                 
0,1,0,1,0,1,0,12,48,105                 
9,5,0,0,0,0,0,12,48,106                 
0,0,0,1,0,1,0,12,48,106                 
0,1,1,0,1,0,1,12,48,106                 
7,5,0,1,0,0,0,12,48,106                 
0,0,0,1,0,1,1,12,48,106                 
0,5,0,0,1,0,0,12,48,106                 
9,5,0,0,0,0,0,12,48,106                 
7,1,0,1,0,0,0,12,48,106                 
0,1,0,1,1,0,1,12,48,106                 
9,5,1,0,0,0,0,12,48,106                 
0,5,0,1,0,1,0,12,48,106                 
7,0,0,0,0,0,0,12,48,106                 
9,0,0,1,0,0,0,12,48,106                 
0,1,0,0,0,1,0,12,48,106                 
0,1,0,1,1,0,1,12,48,106                 
7,5,0,0,0,0,0,12,48,106                 
0,5,0,0,0,1,0,12,48,106                 
0,0,0,0,1,0,1,12,48,106                 
9,1,0,1,0,0,0,12,48,106                 
7,1,0,1,0,0,0,12,48,106                 
7,5,0,0,0,0,0,12,48,106                 
0,1,0,1,1,0,1,12,48,106                 
0,0,0,1,0,1,0,12,48,106                 
9,1,0,0,0,0,0,12,48,106                 
9,5,0,0,0,0,0,12,48,106                 
0,1,0,0,1,0,0,12,48,106                 
7,5,0,1,0,0,0,12,48,106                 
0,0,1,0,0,1,1,12,48,106                 
9,5,0,0,0,0,0,12,48,106                 
7,0,0,0,0,0,0,12,48,106                 
0,0,0,1,1,0,1,12,48,106                 
0,1,0,1,0,1,0,12,48,106                 
0,0,0,1,0,1,0,12,48,106                 
9,1,1,0,0,0,0,12,48,106                 
7,5,0,0,0,0,0,12,48,106                 
0,5,0,1,1,0,1,12,48,106                 
7,0,0,1,0,0,0,12,48,106                 
0,5,0,1,1,0,1,12,48,106                 
9,1,1,0,0,0,0,12,48,106                 
0,1,0,0,0,1,0,12,48,106                 
0,5,1,0,1,0,1,12,48,106                 
9,1,0,1,0,0,0,12,48,106                 
7,0,0,0,0,0,0,12,48,106                 
0,0,0,1,0,1,0,12,48,106                 
0,1,0,1,1,0,0,12,48,106                 
9,5,0,1,0,0,0,12,48,106                 
7,0,1,0,0,0,1,12,48,106                 
0,1,0,1,0,1,0,12,48,106                 
0,5,0,1,1,0,1,12,48,107                 
9,0,1,0,0,0,0,12,48,107                 
0,1,0,1,0,1,0,12,48,107                 
7,5,0,0,0,0,0,12,48,107                 
0,5,1,0,0,1,1,12,48,107                 
7,1,0,0,0,0,0,12,48,107                 
0,0,0,0,1,0,0,12,48,107                 
9,1,0,0,0,0,0,12,48,107                 
0,1,0,0,1,0,0,12,48,107                 
7,5,0,1,0,0,1,12,48,107                 
0,0,0,0,1,0,0,12,48,107                 
0,1,0,0,0,1,0,12,48,107                 
9,0,0,1,0,0,0,12,48,107                 
7,0,0,0,0,0,0,12,48,107                 
0,1,0,1,0,1,0,12,48,107                 
0,5,1,0,1,0,1,12,48,107                 
7,5,1,0,0,0,1,12,48,107                 
0,1,0,1,0,1,0,12,48,107                 
0,0,0,0,1,0,0,12,48,107                 
9,0,0,0,0,0,0,12,48,107                 
0,5,0,1,1,0,0,12,48,107                 
0,5,0,0,0,1,0,12,48,107                 
9,1,1,0,0,0,0,12,48,107                 
7,0,0,1,0,0,1,12,48,107                 
0,1,0,0,0,1,0,12,48,107                 
7,0,0,0,0,0,0,12,48,107                 
9,0,1,0,0,0,0,12,48,107                 
0,5,0,1,1,0,1,12,48,107                 
9,1,1,0,0,0,0,12,48,107                 
7,1,0,1,0,0,0,12,48,107                 
0,0,0,1,1,0,1,12,48,107                 
0,5,0,0,0,1,0,12,48,107                 
0,5,0,0,1,0,0,12,48,107                 
7,0,1,0,0,0,1,12,48,107                 
0,1,0,1,0,1,0,12,48,107                 
9,0,0,0,0,0,0,12,48,107                 
0,5,1,0,0,1,1,12,48,107                 
7,1,0,1,0,0,0,12,48,107                 
0,0,0,0,1,0,0,12,48,107                 
9,1,0,0,0,0,0,12,48,107                 
7,1,0,0,0,0,0,12,48,107                 
9,0,0,1,0,0,0,12,48,107                 
0,5,0,0,1,0,0,12,48,107                 
0,1,1,0,0,1,1,12,48,107                 
9,0,0,1,0,0,0,12,48,107                 
7,0,0,0,0,0,0,12,48,107                 
0,1,0,1,0,1,0,12,48,107                 
0,5,1,0,1,0,1,12,48,107                 
7,5,0,1,0,0,1,12,48,108                 
9,1,1,0,0,0,0,12,48,108                 
0,0,0,0,0,1,0,12,48,108                 
0,5,0,1,1,0,0,12,48,108                 
7,0,0,1,0,0,1,12,48,108                 
9,5,0,1,0,0,0,12,48,108                 
0,1,1,0,1,0,0,12,48,108                 
0,5,0,0,0,1,0,12,48,108                 
9,5,0,0,0,0,0,12,48,108                 
7,1,0,1,0,0,1,12,48,108                 
0,0,0,1,1,0,0,12,48,108                 
0,0,1,0,0,1,0,12,48,108                 
0,1,0,1,0,1,0,12,48,108                 
9,1,0,0,0,0,0,12,48,108                 
7,0,1,0,0,0,1,12,48,108                 
0,5,0,1,1,0,0,12,48,108                 
0,0,1,0,1,0,0,12,48,108                 
9,1,0,1,0,0,1,12,48,108                 
0,0,0,0,0,1,0,12,48,108                 
7,5,0,1,0,0,0,12,48,108                 
0,0,0,0,0,1,0,12,48,108                 
9,0,0,0,0,0,0,12,48,108                 
0,1,1,0,1,0,0,12,48,108                 
7,5,0,1,0,0,1,12,48,108                 
0,5,0,1,0,1,0,12,48,108                 
9,0,0,0,0,0,1,12,48,108                 
0,1,0,0,1,0,0,12,48,108                 
7,5,1,0,0,0,0,12,48,108                 
9,0,0,1,0,0,0,12,48,108                 
7,1,0,0,0,0,1,12,48,108                 
0,1,1,0,0,1,0,12,48,108                 
0,5,0,0,1,0,0,12,48,108                 
0,5,0,1,0,1,0,12,48,108                 
0,5,0,0,1,0,0,12,48,108                 
9,0,0,1,0,0,1,12,48,108                 
7,1,0,0,0,0,0,12,48,108                 
0,1,0,1,0,1,0,12,48,108                 
0,5,1,0,1,0,0,12,48,108                 
7,0,0,0,0,0,0,12,48,108                 
9,0,0,1,0,0,1,12,48,108                 
9,5,0,1,0,0,0,12,48,108                 
0,0,0,1,1,0,0,12,48,108                 
0,5,1,0,0,1,0,12,48,108                 
7,1,0,0,0,0,1,12,48,108                 
0,1,0,1,1,0,0,12,48,108                 
7,5,0,0,0,0,1,12,48,108                 
9,5,1,0,0,0,0,12,48,108                 
0,0,0,1,0,1,0,12,48,108                 
0,0,1,0,1,0,1,12,48,109                 
7,1,0,0,0,0,0,12,48,109                 
9,5,0,1,0,0,0,12,48,109                 
0,5,0,1,0,1,0,12,48,109                 
9,5,0,1,0,0,0,12,48,109                 
0,0,0,0,0,1,0,12,48,109                 
7,1,0,0,0,0,0,12,48,109                 
0,0,1,0,1,0,1,12,48,109                 
7,0,0,0,0,0,0,12,48,109                 
0,0,0,1,1,0,1,12,48,109                 
0,5,0,1,0,1,0,12,48,109                 
9,1,0,0,0,0,0,12,48,109                 
7,5,1,0,0,0,1,12,48,109                 
0,1,0,0,0,1,0,12,48,109                 
0,5,0,0,1,0,0,12,48,109                 
9,0,0,1,0,0,0,12,48,109                 
0,0,0,1,0,1,0,12,48,109                 
0,1,0,0,1,0,0,12,48,109                 
9,0,0,1,0,0,1,12,48,109                 
7,5,1,0,0,0,0,12,48,109                 
0,5,0,0,0,1,0,12,48,109                 
0,1,0,0,1,0,0,12,48,109                 
9,5,1,0,0,0,0,12,48,109                 
7,0,0,1,0,0,1,12,48,109                 
9,5,0,1,0,0,0,12,48,109                 
0,0,0,1,1,0,0,12,48,109                 
0,5,1,0,0,1,0,12,48,109                 
7,1,0,0,0,0,1,12,48,109                 
9,1,0,1,0,0,0,12,48,109                 
7,0,1,0,0,0,1,12,48,109                 
0,5,0,1,1,0,0,12,48,109                 
0,0,0,0,0,1,0,12,48,109                 
0,0,0,0,1,0,0,12,48,109                 
9,1,0,0,0,0,0,12,48,109                 
0,5,0,0,0,1,0,12,48,109                 
0,5,0,1,0,1,1,12,48,109                 
9,5,0,1,0,0,0,12,48,109                 
0,5,0,0,0,1,0,12,48,109                 
7,1,0,0,0,0,1,12,48,109                 
0,0,0,0,1,0,0,12,48,109                 
7,1,0,0,0,0,1,12,48,109                 
0,0,0,0,1,0,0,12,48,109                 
0,5,1,0,0,1,0,12,48,109                 
9,5,0,1,0,0,0,12,48,109                 
0,0,0,0,1,0,0,12,48,109                 
0,1,0,1,0,1,0,12,48,109                 
7,5,0,0,0,0,1,12,48,109                 
9,0,0,0,0,0,0,12,48,109                 
9,0,0,0,0,0,0,12,48,110                 
0,0,0,1,0,1,0,12,48,110                 
0,1,1,0,1,0,1,12,48,110                 
7,5,0,1,0,0,0,12,48,110                 
0,0,0,0,1,0,0,12,48,110                 
7,5,0,0,0,0,1,12,48,110                 
0,0,1,0,0,1,0,12,48,110                 
9,1,0,1,0,0,0,12,48,110                 
0,1,0,0,1,0,1,12,48,110                 
9,5,0,1,0,0,0,12,48,110                 
0,5,0,1,0,1,0,12,48,110                 
7,0,0,0,0,0,0,12,48,110                 
9,0,1,0,0,0,0,12,48,110                 
7,5,0,0,0,0,1,12,48,110                 
0,1,0,1,0,1,0,12,48,110                 
0,1,0,0,1,0,0,12,48,110                 
0,0,1,0,1,0,0,12,48,110                 
7,1,0,0,0,0,1,12,48,110                 
9,5,0,1,0,0,0,12,48,110                 
0,5,0,1,0,1,0,12,48,110                 
9,5,0,1,0,0,0,12,48,110                 
0,0,0,0,0,1,0,12,48,110                 
7,1,0,0,0,0,0,12,48,110                 
0,0,1,0,1,0,1,12,48,110                 
7,0,0,0,0,0,1,12,48,110                 
0,0,0,1,1,0,0,12,48,110                 
0,5,0,1,0,1,0,12,48,110                 
9,1,0,0,0,0,0,12,48,110                 
7,5,1,0,0,0,1,12,48,110                 
0,1,0,0,0,1,0,12,48,110                 
0,5,0,0,1,0,0,12,48,110                 
9,0,0,1,0,0,0,12,48,110                 
0,0,0,1,0,1,0,12,48,110                 
0,1,0,0,1,0,0,12,48,110                 
9,0,0,1,0,0,0,12,48,110                 
7,5,1,0,0,0,1,12,48,110                 
0,5,0,0,0,1,0,12,48,110                 
0,1,0,0,1,0,0,12,48,110                 
9,5,1,0,0,0,0,12,48,110                 
7,0,0,1,0,0,1,12,48,110                 
9,5,0,1,0,0,0,12,48,110                 
0,0,0,1,1,0,0,12,48,110                 
0,5,1,0,0,1,0,12,48,110                 
7,1,0,0,0,0,1,12,48,110                 
9,1,0,1,0,0,0,12,48,110                 
7,0,1,0,0,0,1,12,48,110                 
0,5,0,1,1,0,0,12,48,110                 
0,0,0,0,0,1,0,12,48,110                 
0,5,0,1,1,0,1,12,48,111                 
9,0,1,0,0,0,0,12,48,111                 
0,1,0,1,0,1,0,12,48,111                 
7,5,0,0,0,0,0,12,48,111                 
0,5,1,0,0,1,1,12,48,111                 
7,1,0,0,0,0,0,12,48,111                 
0,0,0,0,1,0,0,12,48,111                 
9,1,0,0,0,0,0,12,48,111                 
0,1,0,0,1,0,0,12,48,111                 
7,5,0,1,0,0,1,12,48,111                 
0,0,0,0,1,0,0,12,48,111                 
0,1,0,0,0,1,0,12,48,111                 
9,0,0,1,0,0,1,12,48,111                 
7,0,0,0,0,0,0,12,48,111                 
0,1,0,1,0,1,0,12,48,111                 
0,5,1,0,1,0,0,12,48,111                 
7,5,1,0,0,0,0,12,48,111                 
0,1,0,1,0,1,1,12,48,111                 
0,0,0,0,1,0,0,12,48,111                 
9,0,0,0,0,0,0,12,48,111                 
0,5,0,1,1,0,1,12,48,111                 
0,5,0,0,0,1,0,12,48,111                 
9,1,1,0,0,0,0,12,48,111                 
7,0,0,1,0,0,0,12,48,111                 
0,1,0,0,0,1,0,12,48,111                 
7,0,0,0,0,0,0,12,48,111                 
9,0,1,0,0,0,0,12,48,111                 
0,5,0,1,1,0,1,12,48,111                 
9,1,1,0,0,0,0,12,48,111                 
7,1,0,1,0,0,0,12,48,111                 
0,0,0,1,1,0,1,12,48,111                 
0,5,0,0,0,1,0,12,48,111                 
0,5,0,0,1,0,0,12,48,111                 
7,0,1,0,0,0,0,12,48,111                 
0,1,0,1,0,1,1,12,48,111                 
9,0,0,0,0,0,0,12,48,111                 
0,5,1,0,0,1,0,12,48,111                 
7,1,0,1,0,0,1,12,48,111                 
0,0,0,0,1,0,0,12,48,111                 
9,1,0,0,0,0,0,12,48,111                 
7,1,0,0,0,0,0,12,48,111                 
9,0,0,1,0,0,1,12,48,111                 
0,5,0,0,1,0,0,12,48,111                 
0,1,1,0,0,1,0,12,48,111                 
9,0,0,1,0,0,1,12,48,111                 
7,0,0,0,0,0,0,12,48,111                 
0,1,0,1,0,1,0,12,48,111                 
0,5,1,0,1,0,0,12,48,111                 
9,5,0,0,0,0,0,12,48,112                 
0,0,0,1,0,1,0,12,48,112                 
0,1,1,0,1,0,1,12,48,112                 
7,5,0,1,0,0,0,12,48,112                 
0,0,0,1,0,1,0,12,48,112                 
0,5,0,0,1,0,0,12,48,112                 
9,5,0,0,0,0,0,12,48,112                 
7,1,0,1,0,0,1,12,48,112                 
0,1,0,1,1,0,1,12,48,112                 
9,5,1,0,0,0,0,12,48,112                 
0,5,0,1,0,1,0,12,48,112                 
7,0,0,0,0,0,0,12,48,112                 
9,0,0,1,0,0,0,12,48,112                 
0,1,0,0,0,1,1,12,48,112                 
0,1,0,1,1,0,0,12,48,112                 
7,5,0,0,0,0,0,12,48,112                 
0,5,0,0,0,1,0,12,48,112                 
0,0,0,0,1,0,1,12,48,112                 
9,1,0,1,0,0,0,12,48,112                 
7,1,0,1,0,0,0,12,48,112                 
7,5,0,0,0,0,0,12,48,112                 
0,1,0,1,1,0,0,12,48,112                 
0,0,0,1,0,1,1,12,48,112                 
9,1,0,0,0,0,0,12,48,112                 
9,5,0,0,0,0,0,12,48,112                 
0,1,0,0,1,0,0,12,48,112                 
7,5,0,1,0,0,0,12,48,112                 
0,0,1,0,0,1,1,12,48,112                 
9,5,0,0,0,0,0,12,48,112                 
7,0,0,0,0,0,0,12,48,112                 
0,0,0,1,1,0,1,12,48,112                 
0,1,0,1,0,1,0,12,48,112                 
0,0,0,1,0,1,1,12,48,112                 
9,1,1,0,0,0,0,12,48,112                 
7,5,0,0,0,0,0,12,48,112                 
0,5,0,1,1,0,0,12,48,112                 
7,0,0,1,0,0,0,12,48,112                 
0,5,0,1,1,0,0,12,48,112                 
9,1,1,0,0,0,0,12,48,112                 
0,1,0,0,0,1,1,12,48,112                 
0,5,1,0,1,0,1,12,48,112                 
9,1,0,1,0,0,0,12,48,112                 
7,0,0,0,0,0,0,12,48,112                 
0,0,0,1,0,1,0,12,48,112                 
0,1,0,1,1,0,0,12,48,112                 
9,5,0,1,0,0,0,12,48,112                 
7,0,1,0,0,0,1,12,48,112                 
0,1,0,1,0,1,0,12,48,112                 
0,0,1,0,0,1,0,12,48,113                 
7,5,0,1,0,0,1,12,48,113                 
0,1,0,0,1,0,0,12,48,113                 
9,1,0,1,0,0,0,12,48,113                 
7,5,0,0,0,0,0,12,48,113                 
0,1,0,1,1,0,0,12,48,113                 
0,0,0,1,0,1,1,12,48,113                 
9,5,1,0,0,0,0,12,48,113                 
9,1,0,0,0,0,0,12,48,113                 
0,1,0,0,1,0,0,12,48,113                 
7,5,0,1,0,0,1,12,48,113                 
0,0,1,0,0,1,0,12,48,113                 
7,5,0,1,0,0,0,12,48,113                 
9,1,0,0,0,0,0,12,48,113                 
0,0,0,1,1,0,1,12,48,113                 
0,1,1,0,0,1,0,12,48,113                 
7,5,0,1,0,0,0,12,48,113                 
9,1,1,0,0,0,1,12,48,113                 
0,0,0,0,0,1,0,12,48,113                 
0,5,0,1,1,0,0,12,48,113                 
7,0,0,1,0,0,1,12,48,113                 
9,5,0,1,0,0,0,12,48,113                 
0,1,1,0,1,0,0,12,48,113                 
0,5,0,0,0,1,0,12,48,113                 
9,5,0,0,0,0,0,12,48,113                 
7,1,0,1,0,0,0,12,48,113                 
0,0,0,1,1,0,1,12,48,113                 
0,0,1,0,0,1,0,12,48,113                 
0,1,0,1,0,1,0,12,48,113                 
9,1,0,0,0,0,0,12,48,113                 
7,0,1,0,0,0,1,12,48,113                 
0,5,0,1,1,0,0,12,48,113                 
0,0,1,0,1,0,0,12,48,113                 
9,1,0,1,0,0,1,12,48,113                 
0,0,0,0,0,1,0,12,48,113                 
7,5,0,1,0,0,0,12,48,113                 
0,0,0,0,0,1,0,12,48,113                 
9,0,0,0,0,0,1,12,48,113                 
0,1,1,0,1,0,0,12,48,113                 
7,5,0,1,0,0,0,12,48,113                 
0,5,0,1,0,1,0,12,48,113                 
9,0,0,0,0,0,1,12,48,113                 
0,1,0,0,1,0,0,12,48,113                 
7,5,1,0,0,0,0,12,48,113                 
9,0,0,1,0,0,0,12,48,113                 
7,1,0,0,0,0,1,12,48,113                 
0,1,1,0,0,1,0,12,48,113                 
0,5,0,0,1,0,0,12,48,113                 
0,5,0,1,1,0,0,12,48,114                 
9,0,1,0,0,0,0,12,48,114                 
0,1,0,1,0,1,1,12,48,114                 
7,5,0,0,0,0,0,12,48,114                 
0,5,1,0,0,1,0,12,48,114                 
7,1,0,0,0,0,1,12,48,114                 
0,0,0,0,1,0,0,12,48,114                 
9,1,0,0,0,0,0,12,48,114                 
0,1,0,0,1,0,0,12,48,114                 
7,5,0,1,0,0,1,12,48,114                 
0,0,0,0,1,0,0,12,48,114                 
0,1,0,0,0,1,0,12,48,114                 
9,0,0,1,0,0,0,12,48,114                 
7,0,0,0,0,0,1,12,48,114                 
0,1,0,1,0,1,0,12,48,114                 
0,5,1,0,1,0,0,12,48,114                 
7,5,1,0,0,0,0,12,48,114                 
0,1,0,1,0,1,0,12,48,114                 
0,0,0,0,1,0,0,12,48,114                 
9,0,0,0,0,0,1,12,48,114                 
0,5,0,1,1,0,0,12,48,114                 
0,5,0,0,0,1,0,12,48,114                 
9,1,1,0,0,0,0,12,48,114                 
7,0,0,1,0,0,1,12,48,114                 
0,1,0,0,0,1,0,12,48,114                 
7,0,0,0,0,0,1,12,48,114                 
9,0,1,0,0,0,0,12,48,114                 
0,5,0,1,1,0,0,12,48,114                 
9,1,1,0,0,0,0,12,48,114                 
7,1,0,1,0,0,1,12,48,114                 
0,0,0,1,1,0,0,12,48,114                 
0,5,0,0,0,1,0,12,48,114                 
0,5,0,0,1,0,0,12,48,114                 
7,0,1,0,0,0,1,12,48,114                 
0,1,0,1,0,1,0,12,48,114                 
9,0,0,0,0,0,0,12,48,114                 
0,5,1,0,0,1,0,12,48,114                 
7,1,0,1,0,0,1,12,48,114                 
0,0,0,0,1,0,0,12,48,114                 
9,1,0,0,0,0,0,12,48,114                 
7,1,0,0,0,0,1,12,48,114                 
9,0,0,1,0,0,0,12,48,114                 
0,5,0,0,1,0,0,12,48,114                 
0,1,1,0,0,1,0,12,48,114                 
9,0,0,1,0,0,0,12,48,114                 
7,0,0,0,0,0,1,12,48,114                 
0,1,0,1,0,1,0,12,48,114                 
0,5,1,0,1,0,0,12,48,114                 
7,5,0,1,0,0,1,12,48,115                 
9,1,1,0,0,0,0,12,48,115                 
0,0,0,0,0,1,0,12,48,115                 
0,5,0,1,1,0,0,12,48,115                 
7,0,0,1,0,0,1,12,48,115                 
9,5,0,1,0,0,0,12,48,115                 
0,1,1,0,1,0,0,12,48,115                 
0,5,0,0,0,1,0,12,48,115                 
9,5,0,0,0,0,0,12,48,115                 
7,1,0,1,0,0,1,12,48,115                 
0,0,0,1,1,0,0,12,48,115                 
0,0,1,0,0,1,0,12,48,115                 
0,1,0,1,0,1,0,12,48,115                 
9,1,0,0,0,0,0,12,48,115                 
7,0,1,0,0,0,1,12,48,115                 
0,5,0,1,1,0,0,12,48,115                 
0,0,1,0,1,0,1,12,48,115                 
9,1,0,1,0,0,0,12,48,115                 
0,0,0,0,0,1,0,12,48,115                 
7,5,0,1,0,0,0,12,48,115                 
0,0,0,0,0,1,0,12,48,115                 
9,0,0,0,0,0,0,12,48,115                 
0,1,1,0,1,0,1,12,48,115                 
7,5,0,1,0,0,0,12,48,115                 
0,5,0,1,0,1,0,12,48,115                 
9,0,0,0,0,0,1,12,48,115                 
0,1,0,0,1,0,0,12,48,115                 
7,5,1,0,0,0,0,12,48,115                 
9,0,0,1,0,0,1,12,48,115                 
7,1,0,0,0,0,0,12,48,115                 
0,1,1,0,0,1,0,12,48,115                 
0,5,0,0,1,0,0,12,48,115                 
0,5,0,1,0,1,0,12,48,115                 
0,5,0,0,1,0,0,12,48,115                 
9,0,0,1,0,0,1,12,48,115                 
7,1,0,0,0,0,0,12,48,115                 
0,1,0,1,0,1,0,12,48,115                 
0,5,1,0,1,0,0,12,48,115                 
7,0,0,0,0,0,0,12,48,115                 
9,0,0,1,0,0,1,12,48,115                 
9,5,0,1,0,0,0,12,48,115                 
0,0,0,1,1,0,0,12,48,115                 
0,5,1,0,0,1,0,12,48,115                 
7,1,0,0,0,0,1,12,48,115                 
0,1,0,1,1,0,1,12,48,115                 
7,5,0,0,0,0,0,12,48,115                 
9,5,1,0,0,0,0,12,48,115                 
0,0,0,1,0,1,0,12,48,115                 
9,5,0,1,0,0,0,12,48,116                 
7,1,0,0,0,0,1,12,48,116                 
0,0,0,0,0,1,0,12,48,116                 
0,5,0,0,0,1,0,12,48,116                 
0,1,0,1,1,0,1,12,48,116                 
0,5,1,0,0,1,0,12,48,116                 
9,5,1,0,0,0,0,12,48,116                 
7,0,0,1,0,0,0,12,48,116                 
0,1,0,1,0,1,0,12,48,116                 
7,0,0,0,0,0,0,12,48,116                 
9,0,0,0,0,0,0,12,48,116                 
0,5,0,1,1,0,1,12,48,116                 
9,1,1,0,0,0,0,12,48,116                 
0,5,0,1,1,0,1,12,48,116                 
7,0,0,0,0,0,0,12,48,116                 
0,5,0,1,0,1,0,12,48,116                 
9,5,0,0,0,0,0,12,48,116                 
0,0,0,1,0,1,0,12,48,116                 
0,1,1,0,1,0,1,12,48,116                 
7,5,0,1,0,0,0,12,48,116                 
0,0,0,1,0,1,0,12,48,116                 
0,5,0,0,1,0,0,12,48,116                 
9,5,0,0,0,0,0,12,48,116                 
7,1,0,1,0,0,1,12,48,116                 
0,1,0,1,1,0,1,12,48,116                 
9,5,1,0,0,0,0,12,48,116                 
0,5,0,1,0,1,0,12,48,116                 
7,0,0,0,0,0,0,12,48,116                 
9,0,0,1,0,0,0,12,48,116                 
0,1,0,0,0,1,0,12,48,116                 
0,1,0,1,1,0,1,12,48,116                 
7,5,0,0,0,0,0,12,48,116                 
0,5,0,0,0,1,0,12,48,116                 
0,0,0,0,1,0,0,12,48,116                 
9,1,0,1,0,0,0,12,48,116                 
7,1,0,1,0,0,1,12,48,116                 
7,5,0,0,0,0,0,12,48,116                 
0,1,0,1,1,0,1,12,48,116                 
0,0,0,1,0,1,0,12,48,116                 
9,1,0,0,0,0,0,12,48,116                 
9,5,0,0,0,0,0,12,48,116                 
0,1,0,0,1,0,0,12,48,116                 
7,5,0,1,0,0,1,12,48,116                 
0,0,1,0,0,1,0,12,48,116                 
9,5,0,0,0,0,0,12,48,116                 
7,0,0,0,0,0,0,12,48,116                 
0,0,0,1,1,0,1,12,48,116                 
0,1,0,1,0,1,0,12,48,116                 
0,0,1,0,0,1,0,12,48,117                 
7,5,0,1,0,0,1,12,48,117                 
0,1,0,0,1,0,0,12,48,117                 
9,1,0,1,0,0,0,12,48,117                 
7,5,0,0,0,0,1,12,48,117                 
0,1,0,1,1,0,0,12,48,117                 
0,0,0,1,0,1,0,12,48,117                 
9,5,1,0,0,0,0,12,48,117                 
9,1,0,0,0,0,0,12,48,117                 
0,1,0,0,1,0,0,12,48,117                 
7,5,0,1,0,0,1,12,48,117                 
0,0,1,0,0,1,0,12,48,117                 
7,5,0,1,0,0,1,12,48,117                 
9,1,0,0,0,0,0,12,48,117                 
0,0,0,1,1,0,0,12,48,117                 
0,1,1,0,0,1,0,12,48,117                 
7,5,0,1,0,0,1,12,48,117                 
9,1,1,0,0,0,0,12,48,117                 
0,0,0,0,0,1,0,12,48,117                 
0,5,0,1,1,0,0,12,48,117                 
7,0,0,1,0,0,1,12,48,117                 
9,5,0,1,0,0,0,12,48,117                 
0,1,1,0,1,0,0,12,48,117                 
0,5,0,0,0,1,0,12,48,117                 
9,5,0,0,0,0,0,12,48,117                 
7,1,0,1,0,0,1,12,48,117                 
0,0,0,1,1,0,0,12,48,117                 
0,0,1,0,0,1,0,12,48,117                 
0,1,0,1,0,1,0,12,48,117                 
9,1,0,0,0,0,0,12,48,117                 
7,0,1,0,0,0,1,12,48,117                 
0,5,0,1,1,0,0,12,48,117                 
0,0,1,0,1,0,0,12,48,117                 
9,1,0,1,0,0,0,12,48,117                 
0,0,0,0,0,1,0,12,48,117                 
7,5,0,1,0,0,1,12,48,117                 
0,0,0,0,0,1,0,12,48,117                 
9,0,0,0,0,0,0,12,48,117                 
0,1,1,0,1,0,0,12,48,117                 
7,5,0,1,0,0,1,12,48,117                 
0,5,0,1,0,1,0,12,48,117                 
9,0,0,0,0,0,0,12,48,117                 
0,1,0,0,1,0,0,12,48,117                 
7,5,1,0,0,0,1,12,48,117                 
9,0,0,1,0,0,0,12,48,117                 
7,1,0,0,0,0,1,12,48,117                 
0,1,1,0,0,1,0,12,48,117                 
0,5,0,0,1,0,0,12,48,117                 
7,5,1,0,0,0,0,12,48,118                 
0,1,0,1,0,1,0,12,48,118                 
0,0,0,0,1,0,1,12,48,118                 
9,0,0,0,0,0,0,12,48,118                 
0,5,0,1,1,0,0,12,48,118                 
0,5,0,0,0,1,0,12,48,118                 
9,1,1,0,0,0,0,12,48,118                 
7,0,0,1,0,0,1,12,48,118                 
0,1,0,0,0,1,0,12,48,118                 
7,0,0,0,0,0,0,12,48,118                 
9,0,1,0,0,0,1,12,48,118                 
0,5,0,1,1,0,0,12,48,118                 
9,1,1,0,0,0,0,12,48,118                 
7,1,0,1,0,0,0,12,48,118                 
0,0,0,1,1,0,1,12,48,118                 
0,5,0,0,0,1,0,12,48,118                 
0,5,0,0,1,0,0,12,48,118                 
7,0,1,0,0,0,1,12,48,118                 
0,1,0,1,0,1,0,12,48,118                 
9,0,0,0,0,0,0,12,48,118                 
0,5,1,0,0,1,0,12,48,118                 
7,1,0,1,0,0,0,12,48,118                 
0,0,0,0,1,0,1,12,48,118                 
9,1,0,0,0,0,0,12,48,118                 
7,1,0,0,0,0,0,12,48,118                 
9,0,0,1,0,0,1,12,48,118                 
0,5,0,0,1,0,0,12,48,118                 
0,1,1,0,0,1,0,12,48,118                 
9,0,0,1,0,0,0,12,48,118                 
7,0,0,0,0,0,1,12,48,118                 
